Site_Name	ID	tag	species	stem	censinyr	growinyr	deathyr	censoryr	yrMIA	postX	postY	localX	localY	x	y	UTM_Easting	UTM_Northing	elevation	diam2011	diam2014	sex2011	sex2014	canopy2011	canopy2014	damage	damage2011	damage2014	Notes2011	Notes2014
Purchase_Knob	441.01	2651	acerSacc	1	2011	NaN	NaN	NaN	NaN	40	10	2.0	2.0	42.0	12.0	311493.9212	3940178.7280	431.0023	15.00	14.80	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	455.01	2652	acerPens	1	2011	NaN	NaN	NaN	NaN	40	10	3.0	2.0	43.0	12.0	311494.9114	3940178.8680	431.0023	1.81	2.07	UN	N	0	0	ND	ND	ND		
Purchase_Knob	455.02	2652	acerPens	2	2011	NaN	NaN	NaN	NaN	40	10	3.0	2.0	43.0	12.0	311494.9114	3940178.8680	431.0023	1.77	1.95	UN	N	0	0	ND	ND	ND		
Purchase_Knob	477.01	2653	amelUNKN	1	2011	NaN	NaN	NaN	NaN	40	10	5.0	1.0	45.0	11.0	311497.0312	3940178.1560	431.0023	7.40	7.70	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	499.01	2654	acerPens	1	2011	NaN	NaN	NaN	NaN	40	10	7.0	0.5	47.0	10.5	311499.0813	3940177.9390	431.0023	2.04	2.30	UN	N	0	0	ND	ND	ND		
Purchase_Knob	499.02	2654	acerPens	2	NaN	2014	NaN	NaN	NaN	40	10	7.0	0.5	47.0	10.5	311499.0813	3940177.9390	431.0023	NaN	1.24	NA	N	NA	0	ND	NA	ND		
Purchase_Knob	533.01	2655	acerRubr	1	2011	NaN	NaN	NaN	NaN	40	10	9.0	2.0	49.0	12.0	311500.8531	3940179.7030	431.0023	10.20	10.00	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	534.01	2656	acerPens	1	2011	NaN	NaN	NaN	NaN	40	10	9.0	4.0	49.0	14.0	311500.5747	3940181.6830	431.0023	3.27	3.60	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	535.01	2657	prunSero	1	2011	NaN	NaN	NaN	NaN	40	10	9.0	6.0	49.0	16.0	311500.2964	3940183.6640	431.0023	2.17	2.22	UN	N	0	0	D	ND	CD		
Purchase_Knob	462.01	9139	acerPens	1	2011	NaN	NaN	NaN	NaN	40	10	3.5	5.0	43.5	15.0	311494.9891	3940181.9080	431.0023	1.11	1.23	UN	N	0	0	ND	ND	ND		
Purchase_Knob	411.01	9140	acerPens	1	2011	NaN	NaN	NaN	NaN	40	10	0.0	7.0	40.0	17.0	311491.2448	3940183.4010	430.9344	0.86	1.20	UN	N	0	0	ND	ND	ND		
Purchase_Knob	502.01	9138	amelLaev	1	2011	NaN	NaN	NaN	NaN	40	10	7.0	3.0	47.0	13.0	311498.7333	3940180.4150	431.0023	1.05	1.18	UN	N	0	0	ND	ND	ND		
Purchase_Knob	515.01	432	acerRubr	1	2011	NaN	NaN	NaN	NaN	40	20	8.0	2.0	48.0	22.0	311498.4711	3940189.4660	432.0499	23.30	23.60	UN	UN	1	0	ND	ND	ND		
Purchase_Knob	485.01	929	acerRubr	1	2011	NaN	NaN	NaN	NaN	40	20	5.5	10.0	45.5	30.0	311494.8820	3940197.0400	433.1395	6.40	6.21	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	487.01	930	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	6.0	6.0	46.0	26.0	311495.9338	3940193.1490	432.0499	2.08	2.20	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	479.01	931	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	5.0	3.5	45.0	23.5	311495.2915	3940190.5340	432.0499	3.18	3.60	UN	UN	0	0	D	ND	CD		
Purchase_Knob	473.01	932	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	4.5	2.5	44.5	22.5	311494.9355	3940189.4740	432.0499	3.88	4.28	UN	UN	0	0	D	ND	CD		
Purchase_Knob	443.01	2561	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	2.0	0.0	42.0	20.0	311492.8078	3940186.6510	432.1041	1.44	1.64	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	433.01	2562	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	1.0	2.0	41.0	22.0	311491.5392	3940188.4920	432.1041	5.23	5.87	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	448.01	2563	acerPens	1	2011	NaN	2014	NaN	NaN	40	20	2.5	1.5	42.5	21.5	311493.0942	3940188.2060	432.0499	1.33	1.51	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	467.01	2564	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	4.0	1.0	44.0	21.0	311494.6492	3940187.9190	432.0499	1.88	2.03	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	444.01	2565	amelUNKN	1	2011	NaN	NaN	NaN	NaN	40	20	2.0	3.0	42.0	23.0	311492.3903	3940189.6210	432.1041	6.89	7.03	UN	UN	0	0	D	ND	CD		
Purchase_Knob	445.01	2658	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	2.0	6.0	42.0	26.0	311491.9728	3940192.5920	432.1041	9.10	9.00	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	446.01	2659	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	2.0	7.0	42.0	27.0	311491.8336	3940193.5830	432.1041	10.80	11.00	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	434.01	2660	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	1.0	3.5	41.0	23.5	311491.3304	3940189.9770	432.1041	3.57	3.64	UN	UN	0	0	D	ND	BF		
Purchase_Knob	478.01	4065	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	5.0	1.0	45.0	21.0	311495.6394	3940188.0580	432.0499	1.40	1.50	UN	UN	0	0	D	ND	L		
Purchase_Knob	472.01	4066	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	4.5	1.0	44.5	21.0	311495.1443	3940187.9890	432.0499	9.50	9.90	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	492.01	4067	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	6.5	2.9	46.5	22.9	311496.8604	3940190.1490	432.0499	1.80	1.60	UN	UN	0	0	D	ND	CD		
Purchase_Knob	514.01	4068	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	8.0	1.0	48.0	21.0	311498.6102	3940188.4760	432.0499	2.30	2.70	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	1024.01	4072	acerPens	1	NaN	2014	NaN	NaN	NaN	40	20	6.5	2.9	46.5	22.9	311496.8604	3940190.1490	432.0499	NaN	1.77	NA	UN	NA	0	ND	NA	ND		
Purchase_Knob	541.01	4073	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	9.5	2.0	49.5	22.0	311499.9565	3940189.6750	432.0499	2.00	2.20	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	536.01	4074	amelUNKN	1	2011	NaN	NaN	NaN	NaN	40	20	9.0	4.5	49.0	24.5	311499.1134	3940192.0810	432.0499	7.75	7.90	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	536.02	4074	amelUNKN	2	2011	NaN	NaN	NaN	NaN	40	20	9.0	4.5	49.0	24.5	311499.1134	3940192.0810	432.0499	3.10	2.90	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	536.03	4074	amelUNKN	3	2011	NaN	NaN	NaN	NaN	40	20	9.0	4.5	49.0	24.5	311499.1134	3940192.0810	432.0499	2.30	2.30	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	505.01	4078	acerPens	1	2011	NaN	2014	NaN	NaN	40	20	7.0	5.0	47.0	25.0	311497.0633	3940192.2980	432.0499	1.00	NaN	UN	NA	0	NA	ND	ND	NA		
Purchase_Knob	506.01	4079	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	7.0	7.0	47.0	27.0	311496.7849	3940194.2780	432.0499	1.10	1.10	UN	UN	0	0	D	ND	CD		
Purchase_Knob	549.01	4080	acerPens	1	2011	NaN	2014	NaN	NaN	40	20	9.8	6.0	49.8	26.0	311499.6968	3940193.6780	432.0499	1.20	NaN	UN	NA	0	NA	ND	ND	NA		
Purchase_Knob	480.01	4081	acerPens	1	2011	NaN	2014	NaN	NaN	40	20	5.0	9.0	45.0	29.0	311494.5260	3940195.9810	433.1395	1.40	NaN	UN	NA	0	NA	ND	ND	NA		
Purchase_Knob	468.01	4086	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	4.0	8.5	44.0	28.5	311493.6054	3940195.3460	432.0499	2.00	2.36	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	488.01	4087	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	6.0	7.5	46.0	27.5	311495.7251	3940194.6340	432.0499	1.10	1.15	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	542.01	4088	acerPens	1	2011	NaN	NaN	NaN	NaN	40	20	9.5	8.0	49.5	28.0	311499.1214	3940195.6170	433.1395	2.20	2.20	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	413.01	9141	amelLaev	1	2011	NaN	NaN	NaN	NaN	40	20	0.0	5.0	40.0	25.0	311490.1314	3940191.3240	432.1041	2.99	3.20	UN	UN	0	0	D	ND	LF		
Purchase_Knob	417.01	269	acerRubr	1	2011	NaN	NaN	NaN	NaN	40	30	0.0	4.5	40.0	34.5	311488.8093	3940200.7310	432.1041	42.40	43.20	UN	UN	1	2	ND	ND	ND		
Purchase_Knob	543.01	925	acerPens	1	2011	NaN	2014	NaN	NaN	40	30	9.5	1.5	49.5	31.5	311498.6343	3940199.0830	433.1395	1.48	NaN	UN	NA	0	NA	ND	ND	NA		
Purchase_Knob	543.02	925	acerPens	2	2011	NaN	2014	NaN	NaN	40	30	9.5	1.5	49.5	31.5	311498.6343	3940199.0830	433.1395	1.07	NaN	UN	NA	0	NA	ND	ND	NA		
Purchase_Knob	517.01	926	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	8.0	1.5	48.0	31.5	311497.1489	3940198.8740	433.1395	5.59	7.20	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	489.01	927	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	6.0	0.1	46.0	30.1	311495.3632	3940197.2090	433.1395	1.24	1.68	UN	UN	0	0	D	ND	CD		
Purchase_Knob	481.01	928	amelUnkn	1	2011	NaN	NaN	NaN	NaN	40	30	5.0	0.1	45.0	30.1	311494.3730	3940197.0700	433.1395	8.40	8.60	UN	UN	0	0	D	ND	CD		
Purchase_Knob	519.01	4020	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	8.0	7.0	48.0	37.0	311496.3835	3940204.3200	433.1395	4.70	6.50	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	493.01	4072	acerPens	1	2011	NaN	NaN	NaN	2014	40	30	6.5	3.0	46.5	33.0	311495.4548	3940200.1500	433.1395	1.90	NaN	UN	NA	0	NA	ND	ND	ND		
Purchase_Knob	511.01	4082	acerRubr	1	2011	NaN	NaN	NaN	NaN	40	30	7.5	4.5	47.5	34.5	311496.2363	3940201.7750	433.1395	5.50	6.00	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	518.01	4084	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	8.0	3.0	48.0	33.0	311496.9402	3940200.3590	433.1395	1.70	1.53	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	457.01	4085	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	3.0	2.0	43.0	32.0	311492.1280	3940198.6730	432.1041	3.50	3.50	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	544.01	4094	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	9.5	6.0	49.5	36.0	311498.0080	3940203.5390	433.1395	2.10	2.95	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	1025.01	7383	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	5.0	0.1	45.0	30.1	311494.3730	3940197.0700	433.1395	2.76	2.69	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	537.01	7391	querPrin	1	2011	NaN	NaN	NaN	NaN	40	30	9.0	9.0	49.0	39.0	311497.0954	3940206.4400	433.1395	84.20	85.40	UN	UN	2	2	ND	ND	ND		
Purchase_Knob	1026.01	7392	acerPens	1	NaN	2014	NaN	NaN	NaN	40	30	5.5	9.0	45.5	39.0	311493.6294	3940205.9530	433.1395	NaN	1.75	NA	UN	NA	0	ND	NA	ND		
Purchase_Knob	1027.01	7393	acerPens	1	NaN	2014	NaN	NaN	NaN	40	30	5.0	5.5	45.0	35.5	311493.6214	3940202.4170	433.1395	NaN	1.13	NA	UN	NA	0	ND	NA	ND		
Purchase_Knob	418.01	9142	acerPens	1	2011	NaN	2014	NaN	NaN	40	30	0.0	4.5	40.0	34.5	311488.8093	3940200.7310	432.1041	2.56	NaN	UN	NA	0	NA	ND	ND	NA		
Purchase_Knob	449.01	9143	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	2.5	5.0	42.5	35.0	311491.2153	3940201.5740	432.1041	6.80	7.40	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	469.01	9144	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	4.0	5.0	44.0	35.0	311492.7007	3940201.7830	432.1041	1.45	1.64	UN	UN	0	0	D	ND	CD		
Purchase_Knob	458.01	9145	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	3.0	3.0	43.0	33.0	311491.9888	3940199.6630	432.1041	2.49	3.06	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	438.01	9146	acerPens	1	2011	NaN	2014	NaN	NaN	40	30	1.5	3.0	41.5	33.0	311490.5034	3940199.4550	432.1041	3.98	NaN	UN	NA	0	NA	ND	ND	NA		
Purchase_Knob	424.01	9147	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	0.5	3.0	40.5	33.0	311489.5131	3940199.3150	432.1041	4.71	5.00	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	416.01	9148	acerPens	1	2011	NaN	2014	NaN	NaN	40	30	0.0	1.0	40.0	31.0	311489.2964	3940197.2650	432.1041	3.22	NaN	UN	NA	0	NA	ND	ND	NA		
Purchase_Knob	415.01	9149	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	0.0	0.0	40.0	30.0	311489.4355	3940196.2750	432.1041	5.23	5.56	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	419.01	9150	acerRubr	1	2011	NaN	NaN	NaN	NaN	40	30	0.0	5.0	40.0	35.0	311488.7397	3940201.2260	432.1041	7.40	7.50	UN	UN	0	0	D	ND	CD		
Purchase_Knob	450.01	9151	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	2.5	5.5	42.5	35.5	311491.1457	3940202.0690	432.1041	3.88	4.49	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	507.01	9152	acerPens	1	2011	NaN	2014	NaN	NaN	40	30	7.0	7.0	47.0	37.0	311495.3932	3940204.1810	433.1395	2.31	NaN	UN	NA	0	NA	ND	ND	NA		
Purchase_Knob	490.01	9153	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	6.0	9.0	46.0	39.0	311494.1246	3940206.0220	433.1395	1.51	1.88	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	552.01	9154	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	10.0	9.0	50.0	39.0	311498.0857	3940206.5790	433.1395	2.57	2.74	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	439.01	9155	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	1.5	6.5	41.5	36.5	311490.0163	3940202.9200	432.1041	1.97	2.10	UN	UN	0	0	D	ND	S		
Purchase_Knob	553.01	9164	acerPens	1	2011	NaN	NaN	NaN	NaN	40	30	10.0	10.0	50.0	40.0	311497.9465	3940207.5690	433.1395	1.40	1.58	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	425.01	407	tsugCana	1	2011	NaN	NaN	NaN	NaN	40	40	0.5	9.5	40.5	49.5	311487.2168	3940215.6550	434.5096	36.60	37.60	UN	UN	2	1	D	ND	CD	1	0
Purchase_Knob	474.01	442	querRubr	1	2011	NaN	NaN	NaN	NaN	40	40	4.5	6.0	44.5	46.0	311491.6650	3940212.7460	433.2611	33.30	34.10	UN	UN	2	2	ND	ND	ND		
Purchase_Knob	470.01	444	acerRubr	1	2011	NaN	NaN	NaN	NaN	40	40	4.0	5.0	44.0	45.0	311491.3090	3940211.6860	433.2611	11.70	11.90	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	1028.01	7380	acerPens	1	NaN	2014	NaN	NaN	NaN	40	40	8.1	9.9	48.1	49.9	311494.6872	3940217.1090	434.3099	NaN	0.75	NA	UN	NA	0	ND	NA	ND		
Purchase_Knob	1029.01	7901	acerPens	1	NaN	2014	NaN	NaN	NaN	40	40	9.5	0.5	49.5	40.5	311497.3818	3940207.9950	433.1395	NaN	1.38	NA	UN	NA	0	ND	NA	ND		
Purchase_Knob	1030.01	7912	acerPens	1	NaN	2014	NaN	NaN	NaN	40	40	1.0	1.0	41.0	41.0	311488.8949	3940207.3070	433.2611	NaN	0.86	NA	UN	NA	0	ND	NA	ND		
Purchase_Knob	451.01	9156	acerPens	1	2011	NaN	NaN	NaN	NaN	40	40	2.5	0.0	42.5	40.0	311490.5195	3940206.5260	433.2611	1.63	2.11	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	452.01	9157	acerPens	1	2011	NaN	NaN	NaN	NaN	40	40	2.5	1.0	42.5	41.0	311490.3803	3940207.5160	433.2611	1.34	1.79	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	420.01	9158	acerRubr	1	2011	NaN	NaN	NaN	NaN	40	40	0.0	1.0	40.0	41.0	311487.9046	3940207.1680	433.2611	1.70	2.05	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	447.01	9159	querPrin	1	2011	NaN	NaN	NaN	NaN	40	40	2.0	1.5	42.0	41.5	311489.8156	3940207.9410	433.2611	34.90	36.10	UN	UN	2	2	ND	ND	ND		
Purchase_Knob	453.01	9160	tsugCana	1	2011	NaN	NaN	NaN	NaN	40	40	2.5	2.0	42.5	42.0	311490.2411	3940208.5060	433.2611	1.90	2.13	UN	UN	0	0	D	ND	CD	1	2
Purchase_Knob	482.01	9161	acerPens	1	2011	NaN	NaN	NaN	NaN	40	40	5.0	2.5	45.0	42.5	311492.6472	3940209.3490	433.2611	1.78	1.85	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	491.01	9162	acerPens	1	2011	NaN	NaN	NaN	NaN	40	40	6.0	2.5	46.0	42.5	311493.6375	3940209.4880	433.1395	1.12	1.68	UN	UN	0	0	ND	ND	ND		
Purchase_Knob	530.01	9163	acerPens	1	2011	NaN	NaN	NaN	NaN	40	40	8.5	3.0	48.5	43.0	311496.0436	3940210.3310	433.1395	2.06	2.42	UN	UN	0	0	ND	ND	ND		
