Site_Name	ID	tag	species	stem	censinyr	growinyr	deathyr	censoryr	yrMIA	postX	postY	localX	localY	x	y	UTM_Easting	UTM_Northing	elevation	diam2011	diam2014	sex2011	sex2014	canopy2011	canopy2014	damage2010	damage2011	damage2014	Notes2011	Notes2014
Clingmans Dome	325.01	1415	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273915.1936	3938557.9810	577.9116	47.20	47.70	R	UN	2	2	ND	ND	ND		
Clingmans Dome	255.01	1416	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273915.3963	3938556.4820	577.7091	32.50	33.60	R	R	2	2	ND	ND	ND		
Clingmans Dome	256.01	1417	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273909.8672	3938547.1160	577.7091	37.70	38.70	R	R	2	2	ND	ND	ND		
Clingmans Dome	261.01	1418	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273914.0523	3938548.9090	577.7091	47.80	48.80	UN	UN	2	2	ND	ND	ND		
Clingmans Dome	262.01	1419	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273913.9875	3938646.4880	585.7128	49.80	51.00	R	R	2	2	ND	ND	ND		
Clingmans Dome	263.01	1420	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273913.1211	3938642.1980	584.3832	62.40	62.40	R	R	2	2	ND	ND	ND		
Clingmans Dome	264.01	1421	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273901.6922	3938640.7280	585.1274	65.40	65.30	R	R	2	2	D	CD	ND		
Clingmans Dome	265.01	1422	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273889.2328	3938575.4490	581.4221	51.90	53.00	UN	UN	2	2	ND	ND	ND		
Clingmans Dome	266.01	1423	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273897.3168	3938601.8580	582.4620	76.30	76.60	R	R	2	2	ND	ND	ND		
Clingmans Dome	267.01	1424	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273911.5800	3938598.6250	579.8339	33.90	34.20	UN	UN	2	2	D	CD	ND		
Clingmans Dome	268.01	1425	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273898.7117	3938607.9210	583.4919	60.20	61.80	UN	UN	2	2	D	CD	ND		
Clingmans Dome	269.01	1426	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273924.5551	3938626.6350	583.1413	85.10	86.30	R	R	2	2	ND	ND	ND		
Clingmans Dome	270.01	1427	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273919.1334	3938624.2270	584.3832	31.10	31.50	R	R	1	1	ND	ND	ND		
Clingmans Dome	271.01	1428	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273931.0348	3938621.7720	580.9957	63.30	63.70	R	R	2	2	ND	ND	ND		
Clingmans Dome	272.01	1429	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273946.6076	3938608.2500	579.0656	44.60	44.90	R	R	2	2	D	CD	ND		
Clingmans Dome	273.01	1430	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273929.0720	3938610.1760	579.6023	68.20	68.20	R	R	2	2	ND	ND	ND		
Clingmans Dome	274.01	1431	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273940.1253	3938607.3010	579.0656	62.40	62.90	R	R	2	2	ND	ND	ND		
Clingmans Dome	275.01	1432	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273935.4363	3938585.8270	577.9572	40.50	40.60	R	R	2	2	ND	ND	ND		
Clingmans Dome	276.01	1433	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273908.4552	3938598.6570	581.5715	51.50	52.00	R	R	2	2	ND	ND	ND		
Clingmans Dome	277.01	1434	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273910.0243	3938587.2660	579.0714	48.00	48.10	UN	UN	2	2	ND	ND	ND		
Clingmans Dome	278.01	1435	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273901.1801	3938586.0140	580.5695	60.80	61.30	R	R	2	2	ND	ND	ND		
Clingmans Dome	279.01	1436	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273912.6609	3938575.4250	578.2153	68.50	68.60	R	R	2	2	ND	ND	ND		
Clingmans Dome	280.01	1437	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273894.5625	3938584.7860	580.9523	51.00	51.90	R	R	2	2	ND	ND	ND		
Clingmans Dome	281.01	1438	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273896.3479	3938579.2220	580.9523	63.80	63.80	R	R	2	2	ND	ND	ND		
Clingmans Dome	282.01	1439	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273890.2159	3938574.1020	581.4221	58.60	58.60	R	R	2	2	ND	ND	ND		
Clingmans Dome	283.01	1440	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273891.8891	3938562.9790	580.0986	41.80	42.10	R	R	2	2	ND	ND	ND		
Clingmans Dome	284.01	1441	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273901.8285	3938556.6920	578.5725	57.90	58.30	R	R	2	2	ND	ND	ND		
Clingmans Dome	285.01	1442	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273898.5276	3938553.9570	579.9733	31.70	33.20	R	R	2	2	ND	ND	ND		
Clingmans Dome	286.01	1443	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273908.7621	3938551.6000	578.3913	44.40	45.50	R	R	2	2	ND	ND	ND		
Clingmans Dome	287.01	1444	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273917.4568	3938558.4710	577.9116	44.20	44.90	UN	UN	2	2	ND	ND	ND		
Clingmans Dome	288.01	1445	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273916.5416	3938557.4750	577.9116	44.30	45.20	R	R	2	2	ND	ND	ND		
Clingmans Dome	257.01	1446	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273920.9901	3938576.2790	578.0079	51.60	52.00	R	R	2	2	ND	ND	ND		
Clingmans Dome	258.01	1447	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273931.4479	3938576.4750	577.4266	56.00	57.20	R	R	2	2	ND	ND	ND		
Clingmans Dome	259.01	1448	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273932.2710	3938581.4500	577.4266	48.40	48.60	R	R	2	2	ND	ND	ND		
Clingmans Dome	260.01	1449	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273935.6643	3938580.8030	577.4266	41.90	41.80	R	R	2	2	ND	ND	ND		
Clingmans Dome	342.01	1450	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273945.4085	3938597.8850	578.0733	75.50	79.40	R	R	2	2	ND	ND	ND		
Clingmans Dome	339.01	7821	piceRube	NaN	2014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273882.5635	3938608.7700	584.4066	NaN	48.40		UN		2	ND		ND		CONJOINED WITH 7822
Clingmans Dome	340.01	7822	piceRube	NaN	2014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273893.2947	3938615.7280	584.7043	NaN	52.30		UN		2	ND		ND		CONJOINED WITH 7821
Clingmans Dome	341.01	7825	piceRube	NaN	2014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273934.0250	3938594.1940	577.9572	NaN	30.40		UN		2	ND		ND		
Clingmans Dome	318.01	7828	piceRube	NaN	2011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273888.8693	3938554.7820	580.9965	64.80	66.30	UN	UN	2	2	ND	ND	ND		had been labeled 1337 but really 1338, now is tag 7828
