date,site,plot.id,subplot.id,tree.no,species,dbh,distance,bearing,tree.height,crown.base,occl,cr.p,radius1,radius2,notes
2007-08-02,Harvard_Forest,Harv_01,CP,9,none,9.3,4.4,214,NA,NA,V,Dead,NA,NA,broken_1/2up
2007-08-02,Harvard_Forest,Harv_01,CP,86,none,13,8.4,20,NA,NA,V,Dead,NA,NA,half_gone
2007-08-02,Harvard_Forest,Harv_01,CP,144,none,13.6,14.5,178,NA,NA,V,Dead,NA,NA,half_stump
2007-08-02,Harvard_Forest,Harv_01,CP,114,RedMaple,17,19.9,96,NA,NA,O,I,NA,NA,Harv_01_NE11
2007-08-02,Harvard_Forest,Harv_01,CP,109,BlackBirch,21.5,13.1,88,NA,NA,V,I,NA,NA,Harv_01_NE14
2007-08-02,Harvard_Forest,Harv_01,CP,105,RedMaple,21.5,21.7,73,24.5,13.5,V,C,1.5,3.225,Harv_01_NE15
2007-08-02,Harvard_Forest,Harv_01,CP,108,none,15,15,80,NA,NA,O,Dead,NA,NA,Harv_01_NE16
2007-08-02,Harvard_Forest,Harv_01,CP,106,BlackBirch,19.2,15.6,76,NA,NA,V,I,NA,NA,Harv_01_NE17
2007-08-02,Harvard_Forest,Harv_01,CP,104,none,14.3,15.6,69,NA,NA,V,Dead,NA,NA,Harv_01_NE20
2007-08-02,Harvard_Forest,Harv_01,CP,103,RedMaple,15.2,21.2,64,NA,NA,V,I,NA,NA,Harv_01_NE21
2007-08-02,Harvard_Forest,Harv_01,CP,101,RedMaple,21.5,11.6,63,NA,NA,V,I,NA,NA,Harv_01_NE22
2007-08-02,Harvard_Forest,Harv_01,CP,102,RedOak,48,18.1,56,23.2,12,V,D,5,4.2,Harv_01_NE25
2007-08-02,Harvard_Forest,Harv_01,CP,96,RedMaple,29,18.7,51,NA,NA,V,C,NA,NA,Harv_01_NE26
2007-08-02,Harvard_Forest,Harv_01,CP,97,BlackBirch,13,23,54,NA,NA,V,I,NA,NA,Harv_01_NE27
2007-08-02,Harvard_Forest,Harv_01,CP,95,BlackBirch,29.6,21.7,44,NA,NA,V,C,NA,NA,Harv_01_NE28
2007-08-02,Harvard_Forest,Harv_01,CP,90,Beech,18.5,19.9,32,NA,NA,O,I,NA,NA,Harv_01_NE29
2007-08-02,Harvard_Forest,Harv_01,CP,88,RedOak,13.5,20.1,29,NA,NA,O,I,NA,NA,Harv_01_NE30
2007-08-02,Harvard_Forest,Harv_01,CP,94,BlackBirch,17,24,40,NA,NA,O,I,NA,NA,Harv_01_NE32
2007-08-02,Harvard_Forest,Harv_01,CP,92,RedOak,19.4,24.8,34,NA,NA,V,D,NA,NA,Harv_01_NE34
2007-08-02,Harvard_Forest,Harv_01,CP,93,BlackBirch,12,25,39,18.3,9.4,V,I,1.3,3.5,Harv_01_NE35
2007-08-02,Harvard_Forest,Harv_01,CP,89,PaperBirch,22.8,24.8,30,NA,NA,O,D,NA,NA,Harv_01_NE37
2007-08-02,Harvard_Forest,Harv_01,CP,113,RedMaple,34,23.4,94,NA,NA,O,I,NA,NA,Harv_01_NE9
2007-08-02,Harvard_Forest,Harv_01,CP,54,RedMaple,29,24.5,304,NA,NA,V,C,NA,NA,Harv_01_NW110
2007-08-02,Harvard_Forest,Harv_01,CP,51,RedOak,42.7,23.9,300,NA,NA,V,C,NA,NA,Harv_01_NW111
2007-08-02,Harvard_Forest,Harv_01,CP,43,WhitePine,89,15.1,292,28.6,14,V,D,2.95,1.75,Harv_01_NW118
2007-08-02,Harvard_Forest,Harv_01,CP,58,BlackBirch,14.7,20.3,312,NA,NA,O,I,NA,NA,Harv_01_NW119
2007-08-02,Harvard_Forest,Harv_01,CP,57,RedOak,60.4,16.4,312,NA,NA,V,C,NA,NA,Harv_01_NW120
2007-08-02,Harvard_Forest,Harv_01,CP,49,RedMaple,14.4,14.5,301,NA,NA,V,I,NA,NA,Harv_01_NW121
2007-08-02,Harvard_Forest,Harv_01,CP,48,RedMaple,17.2,13.2,301,NA,NA,O,I,NA,NA,Harv_01_NW122
2007-08-02,Harvard_Forest,Harv_01,CP,44,RedOak,17.3,17.9,292,NA,NA,O,I,NA,NA,Harv_01_NW123
2007-08-02,Harvard_Forest,Harv_01,CP,64,RedOak,13,21.5,323,NA,NA,O,I,NA,NA,Harv_01_NW124
2007-08-02,Harvard_Forest,Harv_01,CP,66,WhitePine,47.5,18.5,327,NA,NA,P,D,NA,NA,Harv_01_NW127
2007-08-02,Harvard_Forest,Harv_01,CP,63,Beech,16.7,16.5,323,NA,NA,V,I,NA,NA,Harv_01_NW128
2007-08-02,Harvard_Forest,Harv_01,CP,80,none,11,23.2,9,NA,NA,V,Dead,NA,NA,Harv_01_NW41
2007-08-02,Harvard_Forest,Harv_01,CP,78,RedOak,27.5,20.2,0,24.9,11.7,P,D,2.4,2.1,Harv_01_NW48
2007-08-02,Harvard_Forest,Harv_01,CP,83,BlackBirch,26.4,16.1,14,NA,NA,O,D,NA,NA,Harv_01_NW50
2007-08-02,Harvard_Forest,Harv_01,CP,79,Beech,10,16.3,6,NA,NA,V,S,NA,NA,Harv_01_NW51
2007-08-02,Harvard_Forest,Harv_01,CP,77,YellowBirch,20.1,16.7,357,NA,NA,V,C,NA,NA,Harv_01_NW55
2007-08-02,Harvard_Forest,Harv_01,CP,76,YellowBirch,12.5,16.5,357,NA,NA,O,I,NA,NA,Harv_01_NW56
2007-08-02,Harvard_Forest,Harv_01,CP,75,BlackBirch,28.9,15.4,354,NA,NA,V,C,NA,NA,Harv_01_NW58
2007-08-02,Harvard_Forest,Harv_01,CP,72,RedMaple,15.5,23.6,338,14.3,6.1,O,I,2.4,,Harv_01_NW59
2007-08-02,Harvard_Forest,Harv_01,CP,71,RedMaple,20.3,23.3,338,NA,NA,V,C,NA,NA,Harv_01_NW60
2007-08-02,Harvard_Forest,Harv_01,CP,70,RedMaple,16.3,23.6,337,NA,NA,V,I,NA,NA,Harv_01_NW61
2007-08-02,Harvard_Forest,Harv_01,CP,69,RedMaple,20.6,23.7,336,NA,NA,V,C,NA,NA,Harv_01_NW63
2007-08-02,Harvard_Forest,Harv_01,CP,67,YellowBirch,12.5,14.3,335,NA,NA,V,I,NA,NA,Harv_01_NW64
2007-08-02,Harvard_Forest,Harv_01,CP,143,RedMaple,18.9,21,175,NA,NA,O,C,NA,NA,Harv_01_SE117
2007-08-02,Harvard_Forest,Harv_01,CP,141,RedOak,25.5,22.5,165,NA,NA,O,I,NA,NA,Harv_01_SE118
2007-08-02,Harvard_Forest,Harv_01,CP,4,RedMaple,14.2,15.1,186,NA,NA,P,C,NA,NA,Harv_01_SE119
2007-08-02,Harvard_Forest,Harv_01,CP,3,PaperBirch,24.4,15.2,185,NA,NA,P,C,NA,NA,Harv_01_SE120
2007-08-02,Harvard_Forest,Harv_01,CP,2,PaperBirch,19,15.2,184,17.6,12.3,P,C,0.4,0.35,Harv_01_SE121
2007-08-02,Harvard_Forest,Harv_01,CP,142,RedOak,39.3,18,175,NA,NA,O,D,NA,NA,Harv_01_SE122
2007-08-02,Harvard_Forest,Harv_01,CP,140,none,10.5,15.2,176,NA,NA,O,Dead,NA,NA,Harv_01_SE124
2007-08-02,Harvard_Forest,Harv_01,CP,139,BlackOak,15.2,15.2,172,NA,NA,O,I,NA,NA,Harv_01_SE125
2007-08-02,Harvard_Forest,Harv_01,CP,138,RedMaple,18.8,13.4,167,16.6,8.7,V,C,2.1,1.5,Harv_01_SE126
2007-08-02,Harvard_Forest,Harv_01,CP,137,BlackBirch,14.3,21.4,160,NA,NA,P,I,NA,NA,Harv_01_SE127
2007-08-02,Harvard_Forest,Harv_01,CP,136,RedOak,23.5,13.4,161,NA,NA,P,C,NA,NA,Harv_01_SE128
2007-08-02,Harvard_Forest,Harv_01,CP,131,PaperBirch,25.2,16.9,156,NA,NA,O,D,NA,NA,Harv_01_SE129
2007-08-02,Harvard_Forest,Harv_01,CP,130,BlackBirch,23.5,17,152,NA,NA,V,I,NA,NA,Harv_01_SE131
2007-08-02,Harvard_Forest,Harv_01,CP,129,RedMaple,32.3,11.2,150,NA,NA,V,D,NA,NA,Harv_01_SE132
2007-08-02,Harvard_Forest,Harv_01,CP,123,RedOak,18.8,12.6,145,21.1,10.8,V,C,1.225,1.25,Harv_01_SE133
2007-08-02,Harvard_Forest,Harv_01,CP,124,RedMaple,12,15.5,146,NA,NA,V,I,NA,NA,Harv_01_SE134
2007-08-02,Harvard_Forest,Harv_01,CP,128,RedOak,31.2,22,150,NA,NA,O,C,NA,NA,Harv_01_SE135
2007-08-02,Harvard_Forest,Harv_01,CP,125,PaperBirch,19.7,18.6,145,NA,NA,O,C,NA,NA,Harv_01_SE136
2007-08-02,Harvard_Forest,Harv_01,CP,127,RedMaple,11,22,147,NA,NA,O,I,NA,NA,Harv_01_SE137
2007-08-02,Harvard_Forest,Harv_01,CP,126,RedMaple,17,22.9,145,NA,NA,O,I,NA,NA,Harv_01_SE138
2007-08-02,Harvard_Forest,Harv_01,CP,119,RedOak,47.1,17.2,115,NA,NA,V,C,NA,NA,Harv_01_SE2
2007-08-02,Harvard_Forest,Harv_01,CP,121,BlackBirch,10.8,22.7,134,NA,NA,P,I,NA,NA,Harv_01_SE28
2007-08-02,Harvard_Forest,Harv_01,CP,118,RedOak,56.6,20.4,111,NA,NA,P,C,NA,NA,Harv_01_SE4
2007-08-02,Harvard_Forest,Harv_01,CP,120,RedMaple,34.7,21.3,120,NA,NA,P,C,NA,NA,Harv_01_SE5
2007-08-02,Harvard_Forest,Harv_01,CP,36,RedMaple,16.4,18.9,271,NA,NA,O,C,NA,NA,Harv_01_SW10
2007-08-02,Harvard_Forest,Harv_01,CP,34,BlackBirch,16.9,19.4,263,16.2,5.1,V,C,3.5,1.5,Harv_01_SW11
2007-08-02,Harvard_Forest,Harv_01,CP,28,RedOak,70.5,23,250,NA,NA,V,D,NA,NA,Harv_01_SW13
2007-08-02,Harvard_Forest,Harv_01,CP,33,RedMaple,21,15.4,260,NA,NA,V,C,NA,NA,Harv_01_SW14
2007-08-02,Harvard_Forest,Harv_01,CP,26,RedMaple,11,19.2,245,NA,NA,V,C,NA,NA,Harv_01_SW15
2007-08-02,Harvard_Forest,Harv_01,CP,23,RedMaple,11.9,22.7,236,NA,NA,V,I,NA,NA,Harv_01_SW20
2007-08-02,Harvard_Forest,Harv_01,CP,18,RedMaple,11.5,18.4,228,15.3,4.5,V,I,3,1.7,Harv_01_SW21
2007-08-02,Harvard_Forest,Harv_01,CP,19,RedMaple,13.2,19.4,228,NA,NA,V,I,NA,NA,Harv_01_SW22
2007-08-02,Harvard_Forest,Harv_01,CP,17,RedMaple,10.9,14.3,227,NA,NA,V,I,NA,NA,Harv_01_SW23
2007-08-02,Harvard_Forest,Harv_01,CP,20,RedMaple,12.2,15.6,232,NA,NA,V,I,NA,NA,Harv_01_SW24
2007-08-02,Harvard_Forest,Harv_01,CP,21,RedOak,51.1,12.2,235,NA,NA,V,D,NA,NA,Harv_01_SW25
2007-08-02,Harvard_Forest,Harv_01,CP,22,RedMaple,18.1,11.8,238,NA,NA,V,I,NA,NA,Harv_01_SW26
2007-08-02,Harvard_Forest,Harv_01,CP,11,RedOak,47.5,15.2,220,21.3,10.4,V,D,2.9,1.3,Harv_01_SW27
2007-08-02,Harvard_Forest,Harv_01,CP,12,BlackBirch,10.1,20.4,220,NA,NA,V,I,NA,NA,Harv_01_SW34
2007-08-02,Harvard_Forest,Harv_01,CP,13,RedMaple,20.8,22.3,223,NA,NA,V,C,NA,NA,Harv_01_SW35
2007-08-02,Harvard_Forest,Harv_01,CP,15,RedOak,28.9,21.4,210,NA,NA,V,D,NA,NA,Harv_01_SW36
2007-08-02,Harvard_Forest,Harv_01,CP,14,RedMaple,24.6,23.3,227,NA,NA,V,C,NA,NA,Harv_01_SW37
2007-08-02,Harvard_Forest,Harv_01,CP,39,RedMaple,24.9,21.1,274,NA,NA,V,D,NA,NA,Harv_01_SW6
2007-08-02,Harvard_Forest,Harv_01,CP,38,RedMaple,18.8,19.2,272,NA,NA,V,C,NA,NA,Harv_01_SW8
2007-08-02,Harvard_Forest,Harv_01,CP,37,RedMaple,16.7,18.7,272,NA,NA,V,C,NA,NA,Harv_01_SW9
2007-08-02,Harvard_Forest,Harv_01,CP,60,RedMaple,19,2.5,324,17.7,10.1,V,I,2.1,2.05,none
2007-08-02,Harvard_Forest,Harv_01,CP,29,RedOak,25.4,9.8,258,18.6,8.9,O,C,1.975,1.65,none
2007-08-02,Harvard_Forest,Harv_01,CP,91,BlackBirch,19,8.1,40,21.9,8.3,V,I,1.875,1.275,none
2007-08-02,Harvard_Forest,Harv_01,CP,115,RedMaple,25,14.2,111,23.9,10.4,P,C,2.125,1.825,none
2007-08-02,Harvard_Forest,Harv_01,CP,30,Beech,7.8,9.5,258,NA,NA,O,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,112,Beech,13.6,3.2,97,NA,NA,P,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,110,Beech,7.7,3.4,94,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,31,Beech,8.6,9.3,258,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,111,Beech,10.1,2.9,95,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,6,BlackBirch,3.5,8.5,194,NA,NA,V,S,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,133,BlackBirch,8.1,2.4,172,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,40,BlackBirch,10,18.4,278,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,135,Chestnut,3.8,9,168,NA,NA,V,S,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,99,Chestnut,4.8,8.7,57,NA,NA,V,S,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,56,Chestnut,5.2,7.6,310,NA,NA,V,S,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,46,none,4.7,5.8,300,NA,NA,O,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,73,none,10.3,21.2,344,NA,NA,O,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,74,none,10.4,20.9,346,NA,NA,O,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,52,none,12.6,21,299,NA,NA,O,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,62,none,13,8.3,325,NA,NA,O,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,7,none,10,16.2,200,NA,NA,P,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,1,none,4.2,4.3,185,NA,NA,V,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,87,none,17,23.2,23,NA,NA,V,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,47,RedMaple,4.2,7.3,301,NA,NA,O,S,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,53,RedMaple,11.8,21.8,299,NA,NA,O,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,50,RedMaple,13.7,20.4,302,NA,NA,O,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,117,RedMaple,22.4,14.1,115,NA,NA,P,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,116,RedMaple,25.8,13.8,112,NA,NA,P,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,59,RedMaple,3.3,4.9,315,NA,NA,V,S,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,132,RedMaple,5,5.9,151,NA,NA,V,S,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,8,RedMaple,7.2,5.1,210,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,24,RedMaple,8.4,7.9,243,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,61,RedMaple,8.8,2.7,327,NA,NA,V,S,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,41,RedMaple,10.1,20.3,285,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,10,RedMaple,10.5,4.4,227,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,25,RedMaple,10.9,15.1,246,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,32,RedMaple,14.2,9.6,262,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,35,RedMaple,15,7.4,271,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,5,RedMaple,16.8,5.3,195,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,42,RedMaple,24.1,11.6,287,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,55,RedMaple,30,8.7,307,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,82,RedMaple,39.8,3.7,14,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,65,RedOak,13.5,18.5,326,NA,NA,O,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,16,RedOak,16.2,8.2,227,NA,NA,O,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,81,RedOak,59.4,7.5,14,NA,NA,O,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,134,RedOak,38.3,4.7,172,NA,NA,P,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,68,RedOak,14,14.3,336,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,85,RedOak,14.1,14.9,16,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,45,RedOak,38.6,1.8,300,NA,NA,V,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,27,RedOak,45.9,8.7,250,NA,NA,V,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,107,RedOak,57.2,4.3,80,NA,NA,V,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,100,WhitePine,5.4,6,64,NA,NA,V,S,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,84,YellowBirch,10.8,19.7,14,NA,NA,O,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,122,YellowBirch,3.5,7.7,140,NA,NA,P,S,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,CP,98,YellowBirch,15.4,12.1,51,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,1,RedMaple,16.3,20,188,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,2,RedOak,60.3,21.8,189,NA,NA,V,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,3,BlackBirch,10.4,16.4,190,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,4,BlackBirch,3.9,10,196,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,5,StripedMaple,29.4,4.8,202.5,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,6,BlackBirch,25.7,11.4,202.5,NA,NA,O,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,7,RedMaple,39.4,8.7,207,NA,NA,V,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,8,RedMaple,23.4,15,207,NA,NA,O,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,9,RedMaple,34,17.3,207,NA,NA,O,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,10,RedOak,57.5,24.7,216,24.7,12.6,V,D,9.1,7,Harv_01_SE4
2007-08-02,Harvard_Forest,Harv_01,NE,11,RedMaple,17,20.1,215,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,12,Chestnut,6.4,9.5,219.5,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,13,RedMaple,25.2,9.8,231,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,14,BlackBirch,21.5,22.6,233,NA,NA,P,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,15,RedMaple,21.5,13.3,234,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,16,none,15,20.4,236,NA,NA,O,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,17,BlackBirch,19.2,19.2,237,NA,NA,O,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,18,RedOak,42.3,8.5,237,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,19,Chestnut,3.8,6.7,240,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,20,none,14.3,19.1,244,NA,NA,V,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,21,RedMaple,15.2,13.2,246,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,22,RedMaple,21.5,22.9,246.1,NA,NA,P,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,23,RedMaple,16,7.6,251,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,24,RedMaple,5.3,4,252,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,25,RedOak,48,16.4,255,23.2,12,V,D,8.3,5,none
2007-08-02,Harvard_Forest,Harv_01,NE,26,RedMaple,29,16.8,261,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,27,BlackBirch,13,12.8,267,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,28,BlackBirch,29.6,16,273.5,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,29,Beech,18.5,20,277,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,30,RedOak,13.5,21.7,278,NA,NA,P,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,31,none,4.5,5.3,277,NA,NA,V,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,32,BlackBirch,17,16.3,285,NA,NA,O,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,33,RedMaple,14.3,10.6,284,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,34,RedOak,19.4,13.1,287,NA,NA,V,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,35,BlackBirch,12,16.4,288,18.3,9.4,V,I,7,1.3,none
2007-08-02,Harvard_Forest,Harv_01,NE,36,RedMaple,15.9,18.3,290,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,37,PaperBirch,22.8,20.1,290.5,NA,NA,O,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,38,none,9.2,7.9,291,NA,NA,V,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,39,none,12.5,16.4,292,NA,NA,V,Dead,NA,NA,snag_slanting
2007-08-02,Harvard_Forest,Harv_01,NE,40,RedMaple,14.5,23.3,292,NA,NA,O,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,41,RedMaple,21,23.6,294,NA,NA,O,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,42,RedMaple,21.3,24.7,294,NA,NA,O,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,43,none,12,13.5,298,NA,NA,V,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,44,BlackBirch,10.9,14.8,304,NA,NA,O,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,45,RedOak,55.2,6.1,304,NA,NA,V,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,46,RedOak,18.4,23.3,304,NA,NA,O,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,47,RedOak,18,21.5,311,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,48,RedMaple,25.5,14.7,311,NA,NA,O,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,49,BlackBirch,18.7,8.1,311,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,50,RedMaple,38.4,24.3,313,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,51,BlackBirch,11.2,15.8,320.5,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,52,RedMaple,10.7,14.8,326,12.7,8.2,V,C,4.1,4.6,none
2007-08-02,Harvard_Forest,Harv_01,NE,53,BlackBirch,18.1,8.5,333,NA,NA,V,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,54,RedOak,41,19.7,335,NA,NA,V,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,55,none,30.2,20.8,334.5,NA,NA,O,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,56,BlackBirch,16.2,21.1,334.5,NA,NA,O,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,57,RedMaple,14,23.2,332,NA,NA,O,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,58,RedMaple,14.4,20,340,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,59,RedOak,48.8,13.6,345,NA,NA,V,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,60,BlackBirch,16,4.6,350,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,61,none,16,20.6,350,NA,NA,O,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,62,RedOak,62.5,23.1,351,NA,NA,O,D,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,63,WhitePine,60.5,22.5,354,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,64,RedMaple,24,11.6,357,NA,NA,V,C,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,65,RedMaple,4.5,8.9,354,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,66,RedMaple,10.5,18.4,355,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,67,RedMaple,5.6,5.6,357.5,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,68,none,10.1,10,357.5,NA,NA,O,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,69,none,43.2,18.7,358,NA,NA,V,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,70,BlackBirch,23.4,24.3,0,18.6,7.9,V,I,5.7,6.4,none
2007-08-02,Harvard_Forest,Harv_01,NE,71,YellowBirch,15.5,4,8,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,72,BlackBirch,9,3.9,12,NA,NA,V,I,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,73,none,21,18.8,10,NA,NA,V,Dead,NA,NA,none
2007-08-02,Harvard_Forest,Harv_01,NE,74,RedOak,62,15,20.3,NA,NA,P,D,NA,NA,none
