date,site,plot.id,subplot.id,tree.no,species,dbh,distance,bearing,tree.height,crown.base,occl,cr.p,radius1,radius2,notes
2007-08-01,Harvard_Forest,Harv_01,SW,93,RedOak,38.9,20,253,NA,NA,O,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,76,RedOak,39.7,22.2,195,NA,NA,O,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,39,RedOak,40.5,9.6,108,NA,NA,O,C,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,86,RedOak,49.5,10,223,NA,NA,O,C,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,25,RedOak,51.1,21.7,61,NA,NA,O,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,2,RedOak,26.8,22.4,3,NA,NA,P,C,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,73,RedOak,36.4,17.1,190,NA,NA,P,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,95,RedOak,44.7,14,262,NA,NA,P,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,27,RedOak,47.5,20.5,76,NA,NA,P,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,108,RedOak,52.4,20.1,312,NA,NA,P,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,120,RedOak,28.5,4.4,348,NA,NA,V,C,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,36,RedOak,28.9,19.6,96,NA,NA,V,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,63,RedOak,29.3,12.1,154,NA,NA,V,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,41,RedOak,35.4,4,108,NA,NA,V,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,19,RedOak,41.2,3.7,64,NA,NA,V,C,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,42,RedOak,43.9,8,115,NA,NA,V,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,70,RedOak,45.1,20,175,NA,NA,V,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,99,RedOak,47.4,9.8,277,NA,NA,V,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,123,RedOak,49.8,8.2,355,NA,NA,V,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,81,RedOak,50.4,19.9,213,NA,NA,V,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,104,RedOak,51.6,16.4,292,NA,NA,V,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,84,RedOak,58.8,7.8,223,NA,NA,V,C,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,13,RedOak,70.5,11.2,41,NA,NA,V,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,45,WhitePine,38.4,22.2,114,NA,NA,P,D,NA,NA,none
2007-08-01,Harvard_Forest,Harv_01,SW,122,none,10.2,23.7,349,NA,NA,V,Dead,NA,NA,Slanting_Broken
2007-08-01,Harvard_Forest,Harv_01,SW,54,none,14.9,22.9,143,NA,NA,P,Dead,NA,NA,slanting_snag_nearly_hor.
2007-08-01,Harvard_Forest,Harv_01,SW,47,RedOak,42.7,17.1,116,NA,NA,P,C,NA,NA,two_stems
