plot.id,tree.no,bearing,dist,dbh,occl,species,cr.p,height,h.cr,diameter1,diameter2,notes,date,tree.no.2012
Harv_01_CP,22,54,9,5.1,NA,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_CP,23,50,15.1,5.75,NA,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,24,56,18.7,50.75,P,RedOak,D,26.7,14,9.5,8.4,NA,2014-09-19,102
Harv_01_CP,25,52,12,20.75,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,26,63,6.2,5.1,NA,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_CP,27,75,15.6,21,V,BlackBirch,I,25.5,13.2,5,3.65,NA,2014-09-19,106
Harv_01_CP,28,79,4.4,59.1,V,RedOak,D,28,11.7,11.7,10.6,NA,2014-09-19,107
Harv_01_CP,29,85,13.3,21.5,V,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,30,90,3.4,8.2,V,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,31,92,3,11,V,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,32,93,3.3,14.9,V,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,33,95,19.9,19.6,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,34,109,6.8,3,V,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,35,110,20,60.3,P,RedOak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,36,110,14.4,25.6,P,RedOak,C,18.9,8.9,7.7,6.85,NA,2014-09-19,115
Harv_01_CP,37,111,14,25.8,V,RedOak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,38,114,14.4,22,V,RedOak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,39,115,17.1,50.5,V,RedOak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,40,144,18.6,19.2,P,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_CP,41,139,8,4.4,V,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,42,143,12.8,20,NA,RedOak,C,20.4,10,7.3,5.4,NA,2014-09-19,123
Harv_01_CP,43,145,15.5,12.6,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,44,147,11.5,27.7,P,Maple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,45,147,11.3,12,NA,Maple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,46,148,11.3,9.9,NA,Maple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,47,150,6,5.7,NA,Maple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,48,151,17,24.3,NA,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,49,154,17,26,NA,PaperBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,50,159,13.4,26.1,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,51,160,9.2,4.4,NA,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_CP,52,163,9.8,5,NA,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,53,164,13.6,10,P,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_CP,54,165,3.2,21.2,NA,YellowBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,55,170,4.9,39,P,Oak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,56,170,15.4,15.5,O,WhiteOak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,57,171,18,43.2,P,RedOak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,58,173,5.5,4.5,V,Chestnut,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,59,182,14.8,19.6,NA,PaperBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,60,183,15,25.8,NA,Dead,C,20.5,7.5,2.2,2.2,PaperBirch,2014-09-19,2
Harv_01_CP,61,185,14.9,16.7,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,62,192,8.4,4.7,NA,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,63,193,5.1,16.6,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,64,196,18,10,NA,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,65,200,6.2,3.4,NA,Chestnut,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,66,207,5,7.2,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,67,209,15.7,20.7,NA,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,68,218,14.9,41.9,NA,RedOak,D,21.2,14.2,11.3,8.2,NA,2014-09-19,11
Harv_01_CP,69,218,8.7,5,NA,Chestnut,S,6.2,4.3,3.8,5.9,NA,2014-09-19,145
Harv_01_CP,70,221,8.2,16.5,P,RedOak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,71,228,4.5,11,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,72,227,19,11.5,O,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,73,229,18.4,11.2,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,74,229,19,13.1,O,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,75,231,15.3,13.2,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,76,234,12.2,58.8,NA,RedOak,D,28,16.2,14.2,13.7,NA,2014-09-19,21
Harv_01_CP,77,237,11.7,18.4,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,78,243,8,8.5,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,79,244,19.1,10.7,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,80,247,14.8,11.3,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,81,250,8.6,47.8,NA,RedOak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,82,260,9.7,26.3,P,RedOak,C,17.9,11.3,12.8,6.7,NA,2014-09-19,29
Harv_01_CP,83,261,9.2,9.7,NA,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,84,260,9.5,8.9,P,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,85,261,9.6,14.2,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,86,261,15.3,21.5,P,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,87,263,20,17,NA,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,88,270,7.5,14.9,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,89,271,18.4,16.5,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,90,272,18.7,19,O,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,91,272,18.8,16.1,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,92,279,18.6,11,NA,Birch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,93,288,11.4,27.3,NA,RedMaple,C,25.1,9.8,7.4,6.9,NA,2014-09-19,42
Harv_01_CP,94,292,15.1,70,NA,WhitePine,D,29.5,12.8,8.2,11.5,NA,2014-09-19,43
Harv_01_CP,95,292,17.7,17.4,O,Oak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,96,297,5.6,5.2,NA,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_CP,97,300,1.8,40.8,NA,Oak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,98,298,8.2,16.8,NA,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_CP,99,301,9,12,P,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,100,304,19.5,14,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,101,307,8.6,30.5,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,102,308,7.6,5.4,NA,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_CP,103,314,4.8,3.6,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,104,322,2.6,19.2,NA,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,105,326,2.7,8.6,NA,Dead,NA,NA,NA,NA,NA,RedMaple,2014-09-19,61
Harv_01_CP,106,326,1.5,3.1,NA,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,107,325,7.9,13.5,O,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_CP,108,325,9.4,6.8,O,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,109,324,18.7,13.5,P,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,110,325,18.7,25.3,P,WhitePine,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,111,325,14.6,13,P,Chestnut,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,112,346,4.8,4.3,V,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,113,354,15.3,29.3,V,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,114,357,16.3,14,P,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_CP,115,358,16.8,20,P,NA,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,1,9.5,4.1,16.3,V,YellowBirch,I,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,2,13,4.2,6.27,V,YellowBirch,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,3,16.5,8.4,55.77,V,RedOak,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,4,14,20,60.3,P,RedOak,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,5,22,13,11.9,P,RedMaple,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,6,38.5,12,15.7,V,BlackBirch,C,14.9,8.2,10.4,9.9,NA,2014-09-19,80
Harv_01_NE,7,44,5.4,21.75,V,RedMaple,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,8,44,19,33.8,O,BlackBirch,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,9,51.5,19.6,14.88,V,BlackBirch,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,10,60,13.9,12.75,P,YellowBirch,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,11,61,14.8,52.65,V,RedOak,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,12,67,16.6,19.3,V,RedMaple,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,13,74,15.1,18.3,V,RedMaple,I,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,14,70,10.6,50.2,V,RedOak,D,22.3,10,9.9,14,NA,2014-09-19,90
Harv_01_NE,15,81,11.75,47.1,V,RedOak,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,16,95,18.8,30.6,P,RedMaple,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,17,97,15,20.8,O,RedMaple,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,18,97,12.2,33.8,P,RedMaple,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,19,118,15,47.9,O,RedOak,D,23.9,13,16.2,8.4,NA,2014-09-19,103
Harv_01_NE,20,112,7.9,14.5,O,Hemlock,S,8.3,8.1,8,7.1,NA,2014-09-19,102
Harv_01_NE,21,118,5.8,20.7,O,Hemlock,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,22,121,9.9,23.95,O,YellowBirch,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,23,123,10,12.2,O,RedMaple,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,24,136,9.6,41.8,P,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_NE,25,130,14,16.9,P,YellowBirch,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,26,134,16,15.7,P,RedMaple,I,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,27,144,14.1,13.7,P,YellowBirch,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,28,150,14.5,11.4,P,Hemlock,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,29,149,10.1,17.65,V,Beech,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,30,149,17.6,11.4,P,Dead,S,7.3,5.4,NA,NA,YellowBirch,2014-09-19,116
Harv_01_NE,31,151,18,24.7,P,BlackBirch,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,32,160,8.8,9.7,V,YellowBirch,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,33,170,4.1,5.1,V,WhitePine,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,34,167,9.5,36.1,V,RedOak,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,35,174,10.9,35.1,P,RedOak,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,36,171,13.4,16.3,P,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_NE,37,167,18.8,12.1,O,YellowBirch,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,38,170,20.4,32.3,O,RedOak,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,39,185,19.9,16.6,V,RedMaple,C,16,7,7.7,6.5,NA,2014-09-19,1
Harv_01_NE,40,189,16.1,10.2,P,BlackBirch,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,41,201,4.9,29.2,V,SugarMaple,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,42,201,11.5,26.9,O,BlackBirch,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,43,205,8.7,40.4,P,SugarMaple,D,NA,NA,9.2,11.6,NA,2014-09-19,7
Harv_01_NE,44,205,14,22.85,O,RedMaple,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,45,205,17.1,34.35,O,RedOak,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,46,213,19,20.5,V,RedMaple,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,47,217,9.6,5,V,Dead,S,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_NE,48,229,10,26.45,V,RedMaple,C,NA,NA,10.2,11.6,NA,2014-09-19,13
Harv_01_NE,49,234,8.7,40.1,V,RedMaple,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,50,232,13.4,20.5,V,RedMaple,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,51,243.5,13.3,15.5,V,RedMaple,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,52,224,7.7,17.2,P,RedMaple,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,53,253,16.3,51.2,V,RedOak,D,22.3,15,15.3,12.3,NA,2014-09-19,25
Harv_01_NE,54,257,16.8,29.1,P,RedMaple,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,55,260,9.1,4.3,V,Beech,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,56,263,12.9,14,V,YellowBirch,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,57,271,16.1,30.7,V,BlackBirch,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,58,245,4,4.2,V,Dead,S,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_NE,59,269,4.7,6,V,Dead,S,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_NE,60,283,10.9,14.4,P,RedMaple,I,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,61,285,11.2,31.2,V,RedOak,D,20,13,9,7.8,NA,2014-09-19,34
Harv_01_NE,62,285,13.8,17.1,P,BlackBirch,I,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,63,291,19,13,P,BlackBirch,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,64,292,19,17.1,P,RedMaple,D,14.4,12.1,5.4,6.1,NA,2014-09-19,36
Harv_01_NE,65,293,19.3,23.8,P,WhiteBirch,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,66,310,6.5,56.4,P,RedOak,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,67,310,4.2,10.8,O,BlackBirch,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,68,313,8.8,18.3,V,BlackBirch,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,69,313,14.5,27,P,RedMaple,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,70,317,10.7,7,V,BlackBirch,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,71,319.5,15.6,13.1,P,BlackBirch,S,10.7,9,8,10,NA,2014-09-19,52
Harv_01_NE,72,320,9.9,11.2,P,Dead,NA,NA,NA,NA,NA,RedMaple,2014-09-19,NA
Harv_01_NE,73,331,8.6,19.7,P,BlackBirch,C,20,11.3,9.7,9,NA,2014-09-19,53
Harv_01_NE,74,333,19.3,23.3,O,WhiteOak,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,75,344,13.4,51.6,V,RedOak,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,76,348,4.6,17.4,V,YellowBirch,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,77,351,11.8,24,P,RedMaple,D,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,78,355,5.8,6.1,V,RedMaple,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,79,353,9.5,4.6,V,RedMaple,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,80,356,18.5,20.4,O,RedMaple,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,81,374,18.3,10.4,O,BlackBirch,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,82,61,20,10.6,O,BlackBirch,C,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NE,83,244,6.7,5.2,V,Chestnut,S,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,1,3,5.2,12.4,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,2,5,5.2,18.2,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,3,6,4.9,24.1,V,RedMaple,C,20.4,8.7,7.2,8.7,NA,2014-09-19,1
Harv_01_NW,4,12,11.8,28.5,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,5,12,12.2,25,O,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,6,18,13.8,9.9,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,7,17,18.7,10.7,O,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,8,24,18.4,14.5,V,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,9,23,17,43.8,V,Dead,NA,NA,NA,NA,NA,Oak,2014-09-19,NA
Harv_01_NW,10,25,4,6.9,V,Chestnut,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,11,37,16.3,17.3,V,Dead,NA,NA,NA,NA,NA,WhiteBirch,2014-09-19,NA
Harv_01_NW,12,34,9.1,31.8,V,Beech,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,13,37,7.1,19.8,V,BlackBirch,NA,22.1,6.5,6.15,7.3,NA,2014-09-19,10
Harv_01_NW,14,40,19,17.7,V,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,15,42,23,16.8,V,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,16,49,12.1,11.1,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,17,58,12.8,24.4,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,18,64,10.5,23.5,V,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_NW,19,73,8.4,21.3,V,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_NW,20,62,18.9,73,V,Dead,NA,23.5,6.7,13.5,14,Oak,2014-09-19,18
Harv_01_NW,21,77,16.7,43.7,V,Dead,NA,NA,NA,NA,NA,Oak,2014-09-19,NA
Harv_01_NW,22,76,9.1,16.2,V,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,23,82,7.3,22.3,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,24,72,19.1,49,O,Oak,NA,27.4,8.3,11.5,10,NA,2014-09-19,22
Harv_01_NW,25,80,15.1,31.8,V,Oak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,26,81,10.5,12.8,V,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,27,87,19.5,11.6,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,28,86,19.3,10.1,P,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,29,86,19.6,22.8,P,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,30,94,19.4,21.9,V,WhiteBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,31,101,14.1,22,V,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_NW,32,105,15,23.4,P,Oak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,33,105,17,47.3,V,Oak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,34,113,6.2,10.2,P,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,35,113,5.8,10,O,BlackBirch,NA,11.8,1.9,6,6.17,NA,2014-09-19,42
Harv_01_NW,36,116,2.3,13.5,V,WhiteBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,37,129,2.3,13.8,V,Oak,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,38,115,13.7,24.5,P,BlackBirch,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,39,124,5,36.2,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,40,119,12,16.5,P,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,41,131,4.2,11.9,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,42,132,4.4,21.8,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,43,141,11.1,14.4,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,44,142,11.5,21.9,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,45,143,11.1,19,P,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,46,144,10.9,21.9,V,RedMaple,NA,24,10,6.1,4.7,NA,2014-09-19,63
Harv_01_NW,47,143,7.6,10.4,V,RedMaple,NA,NA,NA,NA,NA,NA,2014-09-19,NA
Harv_01_NW,48,160,2.7,14.5,V,Dead,NA,NA,NA,NA,NA,Dead,2014-09-19,NA
Harv_01_NW,49,159,15.7,52.1,V,Pine,D,NA,NA,NA,NA,NA,2014-09-19,NA
