plot.id,tree.no,bearing,dist,dbh,occl,species,cr.p,height,h.cr,diameter1,diameter2,notes,date,tree.no.2012
Harv_01_NW,85,294,9.5,12.4,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_NW,86,294,13.3,23.9,P,WhiteBirch,NA,25.8,6.1,7.7,9.9,NA,2013-09-20,86
Harv_01_NW,84,298,17.1,33.3,V,Dead,NA,NA,NA,NA,NA,Oak,2013-09-20,NA
Harv_01_NW,83,305,15.4,15.1,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_NW,81,311,18.9,34.2,P,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_NW,82,312,12,19.4,V,RedOak,NA,18.5,14.4,3.4,2.9,NA,2013-09-20,79
Harv_01_NW,79,314,15.3,14.5,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_NW,78,323,10.8,10.6,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_NW,80,326,19.1,10.7,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_NW,77,328,9.2,19.3,V,WhiteBirch,NA,18.5,11.2,4.5,2.6,NA,2013-09-20,75
Harv_01_NW,76,335,11.7,10.1,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_NW,75,339,11.6,15.6,P,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_NW,73,340,2.6,20.3,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_NW,72,352,2.4,26.4,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_NW,74,356,19.8,68.5,V,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,1,5,15.4,27,NA,Dead,NA,NA,NA,NA,NA,WhiteBirch,2013-09-20,NA
Harv_01_SE,2,21,107,17.7,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,3,21,8.8,6.4,NA,Dead,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,4,34,13,16.3,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,5,20,5.7,9.5,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,6,27,18,13.6,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,7,34,19.6,30.5,NA,WhiteBirch,NA,20.6,14.3,13.7,6.3,NA,2013-09-20,NA
Harv_01_SE,8,37,9.5,60.8,NA,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,10
Harv_01_SE,9,43,11.3,13,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,10,42,18,14,NA,Birch,NA,15.9,6.4,8.1,8.9,NA,2013-09-20,14
Harv_01_SE,11,49,18.5,18.2,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,12,62,17.9,39.1,P,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,13,62,13.9,22.8,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,14,71,5.1,25.6,NA,BlackBirch,NA,27.2,8.7,8.1,5.1,NA,2013-09-20,26
Harv_01_SE,15,82,13.1,11.8,NA,Birch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,16,64,3.4,17.1,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,17,64,3.4,15.5,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,18,84,13.1,21,NA,Dead,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,19,87,13.1,23.5,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,20,102,16.8,13.6,NA,Birch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,21,111,7.8,28.7,NA,BlackBirch,NA,23.6,15.6,7.4,8.3,NA,2013-09-20,40
Harv_01_SE,22,102,16.3,51.9,NA,Birch,NA,23.6,15.5,8.7,10.6,NA,2013-09-20,35
Harv_01_SE,23,105,10.3,14.5,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,24,106,14.4,15.9,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,25,102,16.8,20,P,Birch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,26,102,16.58,15.2,P,YellowBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,27,126,13.9,23.2,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,28,134,17.7,14.5,P,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,29,135,17.5,23.2,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,30,138,19.9,38.4,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,31,140,19.9,17.6,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,32,143,12.7,32,NA,RedOak,NA,26.9,17.5,11,9.3,NA,2013-09-20,53
Harv_01_SE,33,146,14.1,16.8,NA,Birch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,34,147,7.8,37.5,NA,WhitePine,NA,22.3,17.2,6.6,7.2,NA,2013-09-20,56
Harv_01_SE,35,146,18.7,12.9,NA,Birch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,36,168,14.6,29.1,NA,Birch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,37,165,18.9,25.4,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,38,165,19.6,25.3,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,39,170,18.6,9.5,NA,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,40,179,19,12.9,NA,Dead,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,41,176,12.5,14.3,NA,Cherry,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,42,180,12.3,12.8,NA,RedMaple,NA,13.5,3.7,6.8,6.1,NA,2013-09-20,67
Harv_01_SE,43,190,8.6,49.9,NA,Oak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,44,191,14.6,25.8,P,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,45,191,18.1,21.2,P,Cherry,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,46,199,16.5,22.1,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,47,207,16.9,24.6,NA,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,48,210,15.8,27.5,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,49,213,17.4,24.4,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,50,211,6.3,24.7,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,51,187,2,26.6,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,52,241,2,17.7,NA,BlackBirch,NA,17.4,4.8,8.9,7.9,NA,2013-09-20,NA
Harv_01_SE,53,238,8.5,22,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,54,227,13,21.3,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,55,227,19.3,15.5,NA,Dead,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,56,234,13,52,NA,RedOak,NA,247.2,10.5,12.6,11.5,NA,2013-09-20,87
Harv_01_SE,57,254,8.8,12.2,NA,RedMaple,NA,11.5,2.8,7.4,5.8,NA,2013-09-20,97
Harv_01_SE,58,279,6.3,19.4,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,59,253,13.7,20.3,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,60,25.3,14,18.8,P,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,61,248,18,10.1,NA,Dead,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,62,249,19.7,13.7,NA,Birch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,63,250,20,14.3,NA,Birch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,64,251,20,18.6,NA,Birch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,65,260,20,14.4,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,66,266,17.9,39.4,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,67,273,11.6,28.6,NA,WhiteBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,68,278,14,31.5,NA,BlackBirch,NA,18.7,8,6.6,6.9,NA,2013-09-20,108
Harv_01_SE,69,286,11.6,10,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,70,290,11.8,8.1,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,71,290,17.1,26.3,NA,Dead,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,72,293,17.3,25.6,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,73,297,17.7,21.1,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,74,301,16.5,15.1,P,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,75,300,15.58,29.6,NA,WhiteBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,76,305,9.8,9.1,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,77,309,15.6,19.6,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,78,313,13,16,NA,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,79,313,13.1,13.8,P,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,80,318,6.69,55.3,NA,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,81,335,7.8,7.6,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,82,329,13.2,14.6,NA,BlackBirch,NA,16.3,5.1,6.3,5.6,NA,2013-09-20,127
Harv_01_SE,83,316,17.7,42.2,P,Oak,NA,23.4,12.2,12.4,9.4,NA,2013-09-20,122
Harv_01_SE,84,333,17.5,26,NA,WhiteBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,85,336,17.1,24.5,NA,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,86,344,16.8,19.7,P,Dead,NA,NA,NA,NA,NA,WhiteBirch,2013-09-20,NA
Harv_01_SE,87,344,12.8,34.7,NA,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,88,347,13.2,11.6,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,89,353,12.6,17.9,NA,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SE,90,0,7.1,9.5,NA,RedMaple,NA,9.8,5.5,6.8,6.3,NA,2013-09-20,NA
Harv_01_SE,91,140,12,30.4,NA,Oak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,1,4,12.1,22.8,P,RedOak,NA,20.5,13.1,9.9,9.3,NA,2013-09-20,1
Harv_01_SW,2,10,16.4,19.4,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,3,12,19.5,21.8,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,4,13,19.8,23.8,V,Maple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,5,25,19.8,25.7,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,6,27,13,29.8,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,7,36,17.4,17.1,V,BlackBirch,NA,16.3,4.9,8,8.6,NA,2013-09-20,11
Harv_01_SW,8,43,11.4,71.1,V,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,9,50,4.7,9.8,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,10,62,8.4,9,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,11,66,2.3,13.6,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,12,69,3.9,42.9,V,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,13,64,18.9,13,O,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,14,69,11.8,12.3,O,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,15,73,16.6,11.6,V,RedMaple,NA,13.9,3,5.9,5.1,NA,2013-09-20,21
Harv_01_SW,16,76,15.6,13.6,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,17,78,16,11.7,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,18,83,7,9.5,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,19,87,4.8,5.8,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,20,87,7.5,13.5,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,21,94,6.8,20,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,22,89,17.3,10,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,23,90,14.9,22,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,24,96,19.6,32,V,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,25,97,15.9,25.4,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,26,108,4.1,36.8,V,RedOak,NA,24.1,14.3,8.1,10.8,NA,2013-09-20,41
Harv_01_SW,27,108,9.6,41.5,O,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,28,108,17.8,17.4,O,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,29,115,8.1,46.3,V,BlackOak,NA,19.4,17.9,10.2,11.8,NA,2013-09-20,42
Harv_01_SW,30,118,8,17.7,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,31,117,17,45.6,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,32,140,19,14.8,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,33,143,19.4,16.5,O,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,34,143,19.3,19.2,O,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,35,143,6,32.3,V,RedMaple,NA,17.7,8.1,6.9,11.1,NA,2013-09-20,57
Harv_01_SW,36,154,12.2,31.3,V,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,37,155,11.6,16.8,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,38,157,12.2,26,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,39,172,17.6,10.8,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,40,174,17.5,11.1,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,41,176,20,45.6,V,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,42,179,19.2,49.1,V,RedOak,NA,26.1,13.4,14.8,7.6,NA,2013-09-20,71
Harv_01_SW,43,188,18.5,37.9,V,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,44,193,17.2,12.5,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,45,195,13,35.7,V,Beech,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,46,211,19.5,53.5,V,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,47,217,11.6,11.7,V,BlackBirch,NA,10.5,5.4,8.9,6.9,NA,2013-09-20,83
Harv_01_SW,48,221,7.3,59.8,V,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,49,221,9.8,59.4,O,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,50,232,3.5,13.6,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,51,232,5.3,15.8,O,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,52,252,4.9,14.2,V,BlackBirch,NA,21.2,4.9,6,5.2,NA,2013-09-20,90
Harv_01_SW,53,258,3.7,15.4,V,Hemlock,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,54,257,5.1,6.6,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,55,268,9.6,48.1,V,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,56,258,20,38.9,O,RedOak,NA,23,6.7,8.4,9.2,NA,2013-09-20,93
Harv_01_SW,57,259,16.7,22.4,O,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,58,259,13,46.9,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,59,269,18.5,14,V,Dead,NA,NA,NA,NA,NA,Birch,2013-09-20,NA
Harv_01_SW,60,278,19.3,23.1,O,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,61,291,15.9,52.6,V,RedOak,NA,26.6,11.2,10.6,12.3,NA,2013-09-20,104
Harv_01_SW,62,297,9.4,22,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,63,299,14.4,24,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,64,322,3.1,12.2,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,65,324,3.2,7.1,V,BlackBirch,NA,6.6,4.47,6.6,3.9,NA,2013-09-20,114
Harv_01_SW,66,320,12.4,19.8,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,67,312,19.7,55.4,V,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,68,322,19.8,19.5,O,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,69,334,15.8,33.9,V,RedMaple,NA,25.3,9.2,7.4,11.5,NA,2013-09-20,115
Harv_01_SW,70,339,5.4,15.6,V,BlackBirch,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,71,340,9.2,17,V,Dead,NA,NA,NA,NA,NA,RedMaple,2013-09-20,NA
Harv_01_SW,72,351,4.3,29.9,V,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,73,355,8.1,51.6,V,RedOak,NA,NA,NA,NA,NA,NA,2013-09-20,NA
Harv_01_SW,74,355,11.2,10.5,V,RedMaple,NA,NA,NA,NA,NA,NA,2013-09-20,NA
